date,PM10,NO2,O3
2015-10-14,19.23,18.50304347826087,37.997499999999995
2015-10-15,13.550000000000002,18.509583333333335,24.210416666666664
2015-10-16,13.0,21.94304347826087,18.45875
2015-10-17,16.74,18.66208333333333,22.873333333333335
2015-10-18,24.62,19.247826086956522,19.830000000000002
2015-10-19,14.25,14.788333333333334,42.53333333333333
2015-10-20,16.18,19.18565217391304,47.251666666666665
2015-10-21,22.820000000000004,24.41125,41.29833333333333
2015-10-22,26.0,31.020434782608696,20.815833333333334
2015-10-23,18.26,21.12,22.67458333333333
2015-10-24,22.959999999999997,23.39869565217391,16.50625
2015-10-25,17.7,19.250416666666666,25.88291666666667
2015-10-26,24.899999999999995,19.62608695652174,22.87708333333333
2015-10-27,31.12,24.0175,18.00125
2015-10-28,24.899999999999995,28.12190476190476,12.293750000000001
2015-10-29,9.27,22.538750000000004,31.47875
2015-10-30,13.83,24.620434782608694,17.14125
2015-10-31,19.36,16.0475,13.457500000000001
2015-11-01,21.3,18.362608695652174,20.44666666666667
2015-11-02,24.76,29.05,8.667916666666667
2015-11-03,35.41,29.402173913043477,8.565
2015-11-04,32.37,29.8425,2.0683333333333334
2015-11-05,20.89,31.30826086956522,3.74375
2015-11-06,27.66,40.52625,6.532916666666666
2015-11-07,21.99,37.40260869565218,9.73375
2015-11-08,18.53,29.301666666666666,14.663333333333334
2015-11-09,24.48,38.796086956521734,12.165
2015-11-10,19.5,38.354166666666664,10.589583333333334
2015-11-11,20.47,26.27956521739131,12.261249999999999
2015-11-12,21.16,28.25708333333333,11.4325
2015-11-13,33.33,36.19782608695652,9.894583333333333
2015-11-14,15.21,23.620833333333334,24.648750000000003
2015-11-15,16.04,25.74304347826087,28.950416666666666
2015-11-16,41.08,41.84875,7.720833333333334
2015-11-17,22.13,27.20608695652174,28.245
2015-11-18,14.38,25.869583333333335,29.59708333333333
2015-11-19,13.83,21.66391304347826,32.11833333333333
2015-11-20,7.75,9.790416666666667,43.330000000000005
2015-11-21,2.77,7.898695652173912,64.1675
2015-11-22,3.32,7.418333333333333,54.58958333333334
2015-11-23,9.82,22.94826086956522,32.855
2015-11-24,13.53,23.283749999999998,30.797916666666666
2015-11-25,6.34,23.0,35.9975
2015-11-26,4.68,15.362608695652176,44.75913043478261
2015-11-27,10.35,20.413478260869564,34.942083333333336
2015-11-28,15.47,23.80458333333333,20.1175
2015-11-29,8.28,12.093478260869563,42.254583333333336
2015-11-30,9.11,20.072608695652175,45.16166666666667
2015-12-01,14.78,38.43739130434783,26.145416666666666
2015-12-02,26.95,40.73041666666666,6.499583333333334
2015-12-03,21.42,50.5508695652174,2.2970833333333336
2015-12-04,25.84,46.73166666666666,1.7941666666666667
2015-12-05,22.25,35.361304347826085,4.724166666666666
2015-12-06,13.26,26.500833333333333,12.43125
2015-12-07,23.350000000000005,37.29913043478261,3.6970833333333335
2015-12-08,14.520000000000001,35.04333333333333,3.8179166666666666
2015-12-09,16.87,37.62695652173913,14.921666666666667
2015-12-10,19.64,29.32625,12.705
2015-12-11,29.320000000000004,40.78,10.689583333333333
